Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG,npxG,xA,npxG+xA,xG_90,xA_90,xG+xA_90,npxG_90,npxG+xA_90
Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,de Bundesliga,19-224,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.87,1.04,1.91,0.87,1.91
Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,de Bundesliga,23-003,1999,12,7,645,7.2,1,2,1,0,0,0,0,0.14,0.28,0.42,0.14,0.42,1,1,1.1,2,0.14,0.15,0.28,0.14,0.28
David Timor\174651c8,es ESP,MF,Getafe,es La Liga,32-082,1989,7,3,341,3.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06
Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,fr Ligue 1,22-008,1999,19,18,1595,17.7,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,2.2,2.2,0.5,2.8,0.13,0.03,0.16,0.13,0.16
Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,fr Ligue 1,29-115,1992,17,14,1228,13.6,5,2,3,2,2,2,0,0.37,0.15,0.51,0.22,0.37,6.4,4.9,2.2,7.1,0.47,0.16,0.63,0.36,0.52
Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,de Bundesliga,27-157,1994,7,4,372,4.1,0,1,0,0,0,0,0,0,0.24,0.24,0,0.24,0.5,0.5,0.7,1.2,0.12,0.17,0.29,0.12,0.29
Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,it Serie A,27-152,1994,16,12,1182,13.1,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0,0,1,1,0,0.08,0.08,0,0.08
Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,it Serie A,31-089,1990,12,11,939,10.4,1,1,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,0.8,0.8,0.4,1.2,0.08,0.03,0.11,0.08,0.11
Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,es La Liga,27-082,1994,18,18,1586,17.6,9,2,6,3,3,2,1,0.51,0.11,0.62,0.34,0.45,8.3,6.1,1.1,7.2,0.47,0.06,0.54,0.34,0.41
Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,eng Premier League,23-063,1998,16,16,1383,15.4,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06
Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,it Serie A,23-063,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3
James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,eng Premier League,32-284,1989,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15
Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,it Serie A,24-019,1997,17,16,1472,16.4,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.7,0.04,0,0.04,0.04,0.04
Sandro Tonali\0db169ae,it ITA,MF,Milan,it Serie A,21-244,2000,20,15,1265,14.1,2,1,2,0,0,4,0,0.14,0.07,0.21,0.14,0.21,1.3,1.3,1.6,2.9,0.09,0.11,0.2,0.09,0.2
Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,it Serie A,31-355,1990,8,5,589,6.5,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.06,0.03,0.09,0.06,0.09
Ivan Toney\e09f279b,eng ENG,FW,Brentford,eng Premier League,25-297,1996,17,17,1530,17,4,2,2,2,2,4,0,0.24,0.12,0.35,0.12,0.24,4.4,2.8,3.1,5.9,0.26,0.18,0.44,0.17,0.35
Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,it Serie A,29-193,1992,8,0,112,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06
Lucas Torreira\52611641,uy URU,MF,Fiorentina,it Serie A,25-330,1996,16,14,1199,13.3,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,1.3,1.3,1.2,2.5,0.1,0.09,0.19,0.1,0.19
Raúl Torrente\4d753a3f,es ESP,DF,Granada,es La Liga,20-312,2001,8,6,577,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.02,0.06,0.08,0.02,0.08
Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,eng Premier League,21-312,2000,4,4,303,3.4,2,1,2,0,0,0,0,0.59,0.3,0.89,0.59,0.89,2.5,2.5,0,2.5,0.74,0.01,0.75,0.74,0.75
Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,es La Liga,27-058,1994,9,5,332,3.7,1,1,1,0,0,0,0,0.27,0.27,0.54,0.27,0.54,0.3,0.3,0.1,0.4,0.08,0.03,0.11,0.08,0.11
Pau Torres\532e1e4f,es ESP,DF,Villarreal,es La Liga,24-356,1997,16,16,1440,16,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,1.5,1.5,0.6,2.1,0.09,0.04,0.13,0.09,0.13
Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,es La Liga,32-306,1989,14,5,533,5.9,2,2,0,2,2,2,0,0.34,0.34,0.68,0,0.34,1.9,0.4,2,2.3,0.32,0.33,0.65,0.06,0.39
Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,es La Liga,27-172,1994,16,16,1367,15.2,1,0,1,0,0,7,0,0.07,0,0.07,0.07,0.07,0.9,0.9,0.2,1.1,0.06,0.01,0.07,0.06,0.07
Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,de Bundesliga,24-153,1997,5,4,303,3.4,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.1,0.1,0,0.1,0.03,0.01,0.04,0.03,0.04
Cenk Tosun\9a104dee,tr TUR,FW,Everton,eng Premier League,30-214,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,it Serie A,27-310,1994,8,6,430,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,de Bundesliga,25-254,1996,7,3,313,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.15,0,0.15,0.15,0.15
Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,de Bundesliga,24-253,1997,14,8,693,7.7,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.06,0.05,0.1,0.06,0.1
Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,fr Ligue 1,35-040,1986,15,12,981,10.9,2,0,2,0,0,0,0,0.18,0,0.18,0.18,0.18,3.8,3.8,0.4,4.2,0.34,0.04,0.38,0.34,0.38
Andros Townsend\b28bbd58,eng ENG,MF,Everton,eng Premier League,30-175,1991,16,15,1266,14.1,3,2,2,1,1,3,0,0.21,0.14,0.36,0.14,0.28,2.2,1.4,2.3,3.7,0.15,0.16,0.32,0.1,0.26
Adama Traoré\9a28eba4,es ESP,FW,Wolves,eng Premier League,25-347,1996,18,10,1038,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,1.7,3.6,0.16,0.15,0.31,0.16,0.31
Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,fr Ligue 1,19-306,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bertrand Traoré\c47541e0,bf BFA,MFFW,Aston Villa,eng Premier League,26-123,1995,6,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09
Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,fr Ligue 1,20-140,2001,13,3,537,6,1,0,1,0,0,2,0,0.17,0,0.17,0.17,0.17,0.4,0.4,0.1,0.5,0.07,0.01,0.08,0.07,0.08
Charles Traore\de488e56,ml MLI,DF,Nantes,fr Ligue 1,30-006,1992,12,6,585,6.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,fr Ligue 1,29-345,1992,17,17,1467,16.3,1,4,1,0,0,2,0,0.06,0.25,0.31,0.06,0.31,1,1,2.7,3.7,0.06,0.17,0.23,0.06,0.23
Ismaël Traoré\b666421b,ci CIV,DF,Angers,fr Ligue 1,35-142,1986,18,18,1620,18,3,0,3,0,0,1,0,0.17,0,0.17,0.17,0.17,1.5,1.5,0.2,1.8,0.09,0.01,0.1,0.09,0.1
Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31-183,1990,17,17,1530,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,fr Ligue 1,29-135,1992,10,8,749,8.3,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.2,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05
Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,es La Liga,33-256,1988,17,15,1073,11.9,3,8,0,3,3,7,0,0.25,0.67,0.92,0,0.67,2.9,0.6,3.2,3.9,0.24,0.27,0.52,0.05,0.32
Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,eng Premier League,27-098,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.59,0,0.59,0.59,0.59
Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,es La Liga,30-082,1991,18,15,1109,12.3,4,2,4,0,0,2,0,0.32,0.16,0.49,0.32,0.49,2.9,2.9,1.8,4.7,0.24,0.14,0.38,0.24,0.38
Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,de Bundesliga,34-317,1987,11,10,855,9.5,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,0.7,0.7,1,1.7,0.08,0.1,0.18,0.08,0.18
Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,eng Premier League,22-009,1999,15,11,860,9.6,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,0.9,3.5,0.28,0.09,0.37,0.28,0.37
Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,es La Liga,31-110,1990,15,12,976,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.01,0.02,0.03,0.01,0.03
William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,eng Premier League,28-128,1993,16,15,1377,15.3,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01
Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,eng Premier League,27-034,1994,18,18,1531,17,4,1,3,1,1,1,0,0.24,0.06,0.29,0.18,0.24,3.5,2.8,1.7,4.5,0.21,0.1,0.31,0.16,0.27
Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,fr Ligue 1,20-048,2001,12,7,649,7.2,2,1,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,0.9,0.9,0.9,1.8,0.12,0.13,0.25,0.12,0.25
Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,eng Premier League,25-240,1996,9,6,580,6.4,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,0.2,0.2,1.5,1.6,0.03,0.23,0.26,0.03,0.26
Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,eng Premier League,24-054,1997,9,6,508,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
Ozan Tufan\17d45fb2,tr TUR,MF,Watford,eng Premier League,26-290,1995,7,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.8,0.14,0.07,0.2,0.14,0.2
Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,es La Liga,19-341,2002,7,1,198,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.6,0.2,0.05,0.25,0.2,0.25
Tuta\35d64857,br BRA,DF,Eint Frankfurt,de Bundesliga,22-187,1999,9,9,782,8.7,2,0,2,0,0,3,1,0.23,0,0.23,0.23,0.23,0.8,0.8,0.1,0.9,0.09,0.01,0.1,0.09,0.1
Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,eng Premier League,19-342,2002,9,3,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,0.14,0.25,0.39,0.14,0.39
Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,it Serie A,19-040,2002,16,12,1015,11.3,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,0.6,0.6,0.4,1,0.05,0.03,0.08,0.05,0.08
Matthieu Udol\cc41f558,fr FRA,DF,Metz,fr Ligue 1,25-293,1996,12,11,1007,11.2,1,0,1,0,0,0,0,0.09,0,0.09,0.09,0.09,0.5,0.5,0.4,0.9,0.04,0.04,0.08,0.04,0.08
Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,fr Ligue 1,17-287,2004,11,3,353,3.9,1,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,0.3,0.3,0.1,0.3,0.07,0.01,0.09,0.07,0.09
Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,fr Ligue 1,29-132,1992,14,13,1087,12.1,6,2,6,0,0,0,0,0.5,0.17,0.66,0.5,0.66,3.4,3.4,0.5,3.9,0.28,0.04,0.33,0.28,0.33
Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,es La Liga,28-054,1993,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,es La Liga,24-242,1997,19,15,1260,14,6,0,6,0,1,4,0,0.43,0,0.43,0.43,0.43,4.5,3.7,0.6,4.3,0.32,0.04,0.36,0.27,0.31
Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,fr Ligue 1,24-177,1997,14,11,998,11.1,4,0,4,0,0,2,1,0.36,0,0.36,0.36,0.36,2.5,2.5,1.9,4.5,0.23,0.17,0.4,0.23,0.4
Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,de Bundesliga,23-072,1998,15,14,1237,13.7,1,4,1,0,0,2,0,0.07,0.29,0.36,0.07,0.36,0.5,0.5,0.9,1.4,0.04,0.06,0.1,0.04,0.1
Jere Uronen\d75f3980,fi FIN,DF,Brest,fr Ligue 1,27-178,1994,7,6,442,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Mark Uth\a3ddb1b9,de GER,FWMF,Köln,de Bundesliga,30-136,1991,14,10,840,9.3,3,1,3,0,0,1,0,0.32,0.11,0.43,0.32,0.43,3.3,3.3,2.4,5.8,0.36,0.26,0.62,0.36,0.62
Antonio Vacca\444c89d9,it ITA,MF,Venezia,it Serie A,31-239,1990,12,9,669,7.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
Álvaro Vadillo\61b62b33,es ESP,MFDF,Espanyol,es La Liga,27-117,1994,3,0,7,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Óscar Valentín\592f3158,es ESP,MF,Rayo Vallecano,es La Liga,27-140,1994,17,13,1218,13.5,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0.4,1.4,0.07,0.03,0.11,0.07,0.11
Germán Valera\84f55b4a,es ESP,FWMF,Real Sociedad,es La Liga,19-297,2002,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Yan Valery\531a4aa8,fr FRA,DF,Southampton,eng Premier League,22-319,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Martin Valjent\f2c6ac01,sk SVK,DF,Mallorca,es La Liga,26-027,1995,19,19,1651,18.3,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04
Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,es La Liga,25-002,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,es La Liga,24-327,1997,8,0,90,1,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.08,0.1,0.18,0.08,0.18
Federico Valverde\0959c2a2,uy URU,MF,Real Madrid,es La Liga,23-169,1998,15,10,927,10.3,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.3,0.3,0.7,1,0.03,0.07,0.1,0.03,0.1
Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,it Serie A,22-162,1999,10,7,629,7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Jonathan Varane\4ade359f,fr FRA,MF,Lens,fr Ligue 1,20-120,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,eng Premier League,28-257,1993,9,8,745,8.3,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0.2,0.2,0.1,0.4,0.03,0.01,0.04,0.03,0.04
Jamie Vardy\45963054,eng ENG,FW,Leicester City,eng Premier League,34-361,1987,16,15,1321,14.7,9,1,9,0,0,2,0,0.61,0.07,0.68,0.61,0.68,6.2,6.2,1.3,7.5,0.42,0.09,0.51,0.42,0.51
Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,de Bundesliga,23-155,1998,15,14,1086,12.1,0,2,0,0,0,3,0,0,0.17,0.17,0,0.17,1.6,1.6,1.7,3.3,0.13,0.14,0.27,0.13,0.27
Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,de Bundesliga,24-095,1997,5,4,271,3,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,it Serie A,23-077,1998,13,12,1115,12.4,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02
José Luis García Vayá\27dc1378,es ESP,MF,Levante,es La Liga,23-149,1998,10,7,528,5.9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.07,0.07,0,0.07
Jesus Vazquez\106c142c,es ESP,DFMF,Valencia,es La Liga,19-005,2003,4,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.08,0.04,0.12,0.08,0.12
Kevin Vázquez\ee923664,es ESP,DF,Celta Vigo,es La Liga,28-290,1993,7,6,585,6.5,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0,0,0
Lucas Vázquez\fd51b456,es ESP,DF,Real Madrid,es La Liga,30-190,1991,15,9,881,9.8,1,0,1,0,0,0,0,0.1,0,0.1,0.1,0.1,0.8,0.8,1,1.8,0.09,0.1,0.19,0.09,0.19
Matías Vecino\44ac04e9,uy URU,MF,Inter,it Serie A,30-136,1991,12,1,282,3.1,1,0,1,0,0,1,0,0.32,0,0.32,0.32,0.32,1.1,1.1,0.6,1.7,0.34,0.2,0.54,0.34,0.54
Gabriel Veiga\35a6e5c7,es ESP,MFFW,Celta Vigo,es La Liga,19-225,2002,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,it Serie A,35-241,1986,14,12,918,10.2,0,2,0,0,0,6,1,0,0.2,0.2,0,0.2,0.5,0.5,1.3,1.8,0.05,0.12,0.17,0.05,0.17
Joël Veltman\dad4b285,nl NED,DF,Brighton,eng Premier League,29-357,1992,15,14,1209,13.4,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,0.2,0.2,0.8,1,0.01,0.06,0.08,0.01,0.08
Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,de Bundesliga,20-263,2001,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Vencedor Paris\4112ace5,es ESP,MF,Athletic Club,es La Liga,21-053,2000,19,18,1487,16.5,0,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.2,1,0.05,0.01,0.06,0.05,0.06
Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,it Serie A,26-270,1995,10,9,668,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Daniele Verde\d3298c99,it ITA,MFFW,Spezia,it Serie A,25-201,1996,16,7,760,8.4,3,1,3,0,0,1,0,0.36,0.12,0.47,0.36,0.47,1.8,1.8,1.4,3.1,0.21,0.16,0.37,0.21,0.37
Simone Verdi\0375723e,it ITA,FWMF,Torino,it Serie A,29-179,1992,3,0,46,0.5,1,0,1,0,0,0,0,1.96,0,1.96,1.96,1.96,0.3,0.3,0,0.4,0.62,0.07,0.69,0.62,0.69
Gonzalo Verdú\1c2c55fc,es ESP,DF,Elche,es La Liga,33-078,1988,9,8,680,7.6,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Jordan Veretout\4a56052c,fr FRA,MF,Roma,it Serie A,28-312,1993,19,19,1571,17.5,4,5,3,1,2,5,0,0.23,0.29,0.52,0.17,0.46,3.8,2.3,2.8,5.1,0.22,0.16,0.38,0.13,0.29
Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,it Serie A,20-335,2001,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Verratti\1467af0d,it ITA,MF,Paris S-G,fr Ligue 1,29-063,1992,9,8,637,7.1,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.02,0.08,0.1,0.02,0.1
Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,it Serie A,27-361,1994,11,6,420,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,0.17,0.05,0.23,0.17,0.23
Freddie Veseli\d541e703,al ALB,DF,Salernitana,it Serie A,29-048,1992,5,4,327,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Mikel Vesga\b0fce72c,es ESP,MF,Athletic Club,es La Liga,28-231,1993,15,4,393,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.09,0.06,0.15,0.09,0.15
Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,eng Premier League,29-157,1992,8,5,475,5.3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0.01,0.02,0.01,0.02
Rúben Vezo\c67cd65c,pt POR,DF,Levante,es La Liga,27-257,1994,17,16,1445,16.1,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02
Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,it Serie A,25-092,1996,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleix Vidal\04965583,es ESP,DFMF,Espanyol,es La Liga,32-139,1989,15,13,1108,12.3,2,0,2,0,0,4,0,0.16,0,0.16,0.16,0.16,0.7,0.7,1.1,1.8,0.06,0.09,0.15,0.06,0.15
Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,it Serie A,34-230,1987,12,1,364,4,1,1,1,0,0,2,0,0.25,0.25,0.49,0.25,0.49,1,1,0.5,1.6,0.26,0.13,0.39,0.26,0.39
Nacho Vidal\3a9c4b7b,es ESP,DF,Osasuna,es La Liga,26-348,1995,18,17,1494,16.6,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.6,1.3,0.04,0.04,0.08,0.04,0.08
Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,de Bundesliga,32-157,1989,7,7,603,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Vignali\c1e8e74e,it ITA,DF,Spezia,it Serie A,25-361,1996,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Vignato\ec5dae45,it ITA,MFFW,Bologna,it Serie A,21-136,2000,15,2,367,4.1,0,1,0,0,0,2,0,0,0.25,0.25,0,0.25,0.2,0.2,1.4,1.6,0.05,0.35,0.4,0.05,0.4
Dídac Vilà\bad38a94,es ESP,DF,Espanyol,es La Liga,32-212,1989,4,1,149,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03
Asier Villalibre\57be54ec,es ESP,FW,Athletic Club,es La Liga,24-099,1997,7,1,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0.9,0.37,0.01,0.37,0.37,0.37
Matías Viña\08eb3b58,uy URU,DF,Roma,it Serie A,24-059,1997,16,14,1155,12.8,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.7,0.7,1,1.7,0.05,0.08,0.13,0.05,0.13
Nicolas Viola\45392b06,it ITA,MF,Bologna,it Serie A,32-087,1989,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1
Mattia Viti\75438a9a,it ITA,DF,Empoli,it Serie A,19-348,2002,9,7,632,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitolo\db750822,es ESP,MFFW,Getafe,es La Liga,32-066,1989,6,1,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.02,0.06,0.08,0.02,0.08
Daniel Vivian\ab7bf91d,es ESP,DF,Athletic Club,es La Liga,22-176,1999,9,9,777,8.6,1,0,1,0,0,0,0,0.12,0,0.12,0.12,0.12,0.7,0.7,0,0.7,0.08,0,0.08,0.08,0.08
Dušan Vlahović\79443529,rs SRB,FW,Fiorentina,it Serie A,21-344,2000,19,19,1695,18.8,16,2,11,5,5,2,0,0.85,0.11,0.96,0.58,0.69,11.1,7.3,1.8,9.1,0.59,0.1,0.69,0.39,0.48
Nikola Vlašić\aa8e289e,hr CRO,FWMF,West Ham,eng Premier League,24-095,1997,9,2,221,2.5,1,0,1,0,0,0,0,0.41,0,0.41,0.41,0.41,0.8,0.8,0.2,1,0.31,0.09,0.41,0.31,0.41
Andreas Voglsammer\daa78200,de GER,FWMF,Union Berlin,de Bundesliga,29-363,1992,17,1,298,3.3,1,1,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6,1.1,1.1,0.4,1.5,0.33,0.11,0.44,0.33,0.44
