Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG,npxG,xA,npxG+xA,xG_90,xA_90,xG+xA_90,npxG_90,npxG+xA_90
Cédric Soares\839c14e1,pt POR,DF,Arsenal,eng Premier League,30-129,1991,4,2,217,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.2,0.01,0.06,0.07,0.01,0.07
Danilo Soares\c05f2f8c,br BRA,DF,Bochum,de Bundesliga,30-070,1991,17,17,1485,16.5,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05
Rubén Sobrino\19b776e9,es ESP,MF,Valencia,es La Liga,29-220,1992,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Sobrino\19b776e9,es ESP,FWMF,Cádiz,es La Liga,29-220,1992,15,12,1041,11.6,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,2.3,2.3,1,3.2,0.2,0.08,0.28,0.2,0.28
Augusto Solari\3ca6106c,ar ARG,MFDF,Celta Vigo,es La Liga,30-004,1992,12,2,380,4.2,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.07,0.05,0.12,0.07,0.12
Roberto Soldado\9d66fbe3,es ESP,FW,Levante,es La Liga,36-225,1985,10,5,427,4.7,0,1,0,0,0,5,1,0,0.21,0.21,0,0.21,0.6,0.6,0.4,1,0.13,0.08,0.2,0.13,0.2
Carlos Soler\fed17f5a,es ESP,MF,Valencia,es La Liga,25-005,1997,15,13,1161,12.9,7,2,2,5,5,3,0,0.54,0.16,0.7,0.16,0.31,5.6,1.8,2.2,4,0.43,0.17,0.61,0.14,0.31
Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,33-021,1988,17,17,1530,17,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0,0,0.3,0.3,0,0.02,0.02,0,0.02
Son\037dbd30,es ESP,DF,Levante,es La Liga,27-283,1994,10,8,715,7.9,1,0,1,0,0,0,1,0.13,0,0.13,0.13,0.13,0.5,0.5,0.4,0.9,0.07,0.05,0.11,0.07,0.11
Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,it Serie A,19-320,2002,13,2,218,2.4,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.13,0.03,0.16,0.13,0.16
David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,28-278,1993,19,19,1710,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,it Serie A,30-333,1991,17,17,1422,15.8,0,2,0,0,0,5,2,0,0.13,0.13,0,0.13,1.4,1.4,1.9,3.3,0.09,0.12,0.21,0.09,0.21
Alberto Soro\452c3055,es ESP,MFFW,Granada,es La Liga,22-304,1999,11,7,526,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.08,0.1,0.18,0.08,0.18
Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,de Bundesliga,23-351,1998,14,14,1238,13.8,1,3,1,0,0,2,0,0.07,0.22,0.29,0.07,0.29,0.4,0.4,2.3,2.7,0.03,0.17,0.2,0.03,0.2
Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,es La Liga,18-019,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,fr Ligue 1,31-074,1990,17,13,1178,13.1,3,4,1,2,2,3,0,0.23,0.31,0.53,0.08,0.38,4.8,3.3,1.8,5,0.36,0.13,0.5,0.25,0.38
Riccardo Sottil\94816803,it ITA,FW,Fiorentina,it Serie A,22-218,1999,13,8,674,7.5,2,2,2,0,0,2,1,0.27,0.27,0.53,0.27,0.53,2.2,2.2,1.2,3.4,0.29,0.16,0.45,0.29,0.45
Tomáš Souček\6613c819,cz CZE,MF,West Ham,eng Premier League,26-314,1995,20,20,1788,19.9,3,1,3,0,0,2,0,0.15,0.05,0.2,0.15,0.2,2.8,2.4,0.4,2.8,0.14,0.02,0.16,0.12,0.14
Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,it Serie A,18-267,2003,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2.39,0,2.39,2.39,2.39
Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,fr Ligue 1,21-004,2001,5,0,39,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.23,0.08,0.31,0.23,0.31
Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,it Serie A,29-203,1992,13,12,1019,11.3,0,0,0,0,0,4,1,0,0,0,0,0,0.8,0.8,0.1,0.9,0.07,0.01,0.08,0.07,0.08
Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,eng Premier League,22-314,1999,14,10,949,10.5,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05
Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,fr Ligue 1,29-329,1992,16,9,824,9.2,0,1,0,0,0,0,0,0,0.11,0.11,0,0.11,0.1,0.1,0.3,0.5,0.01,0.04,0.05,0.01,0.05
Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,de Bundesliga,24-335,1997,17,17,1450,16.1,2,3,2,0,0,4,0,0.12,0.19,0.31,0.12,0.31,0.4,0.4,1.2,1.7,0.03,0.08,0.1,0.03,0.1
Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,fr Ligue 1,19-187,2002,11,9,835,9.3,2,1,2,0,0,2,0,0.22,0.11,0.32,0.22,0.32,0.4,0.4,0.6,1,0.04,0.06,0.1,0.04,0.1
Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,eng Premier League,25-229,1996,16,16,1417,15.7,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,1.2,1.2,0.1,1.4,0.08,0.01,0.09,0.08,0.09
Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,29-242,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry St. Juste\90339309,nl NED,DF,Mainz 05,de Bundesliga,25-080,1996,6,5,424,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.1,0.02,0.12,0.1,0.12
Anton Stach\0f59a7bf,de GER,MF,Mainz 05,de Bundesliga,23-053,1998,13,5,593,6.6,1,2,1,0,0,2,0,0.15,0.3,0.46,0.15,0.46,0.3,0.3,0.5,0.7,0.04,0.07,0.11,0.04,0.11
Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,de Bundesliga,28-036,1993,14,8,760,8.4,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.05,0.03,0.08,0.05,0.08
Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,de Bundesliga,21-280,2000,8,4,406,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08
Niklas Stark\aad48be9,de GER,DF,Hertha BSC,de Bundesliga,26-268,1995,16,15,1369,15.2,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03
Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-142,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-106,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,de Bundesliga,30-065,1991,12,10,659,7.3,0,0,0,0,0,3,0,0,0,0,0,0,1.1,1.1,0.6,1.7,0.15,0.08,0.23,0.15,0.23
Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,26-280,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Stengs\8f7e6783,nl NED,MF,Nice,fr Ligue 1,23-020,1998,13,7,698,7.8,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,2.5,2.5,1.5,4,0.32,0.19,0.51,0.32,0.51
Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,de Bundesliga,25-293,1996,6,0,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.05,0.07,0.02,0.07
Dale Stephens\653ee42d,eng ENG,MF,Burnley,eng Premier League,32-209,1989,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Stephens\6adbc307,eng ENG,DF,Southampton,eng Premier League,27-345,1994,6,6,486,5.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05
Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,eng Premier League,27-030,1994,17,11,1097,12.2,7,1,5,2,2,0,0,0.57,0.08,0.66,0.41,0.49,7,5.5,2.8,8.3,0.57,0.23,0.8,0.45,0.68
Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,de Bundesliga,20-278,2001,12,7,693,7.7,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.3,0.3,0.6,0.9,0.04,0.08,0.12,0.04,0.12
Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,de Bundesliga,33-134,1988,16,14,1120,12.4,2,4,2,0,2,5,0,0.16,0.32,0.48,0.16,0.48,5,3.5,2.5,6.1,0.4,0.2,0.61,0.28,0.49
Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,de Bundesliga,28-133,1993,11,0,171,1.9,1,0,1,0,0,1,0,0.53,0,0.53,0.53,0.53,1,1,0.6,1.6,0.53,0.31,0.84,0.53,0.84
Petar Stojanović\13b44b02,si SVN,DF,Empoli,it Serie A,26-092,1995,18,18,1478,16.4,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,0.3,0.3,1.5,1.8,0.02,0.09,0.11,0.02,0.11
John Stones\5eecec3d,eng ENG,DF,Manchester City,eng Premier League,27-224,1994,6,4,413,4.6,1,0,1,0,0,0,0,0.22,0,0.22,0.22,0.22,0.8,0.8,0,0.8,0.17,0,0.17,0.17,0.17
Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,26-294,1995,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,it Serie A,31-166,1990,11,11,933,10.4,0,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06
Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,it Serie A,20-278,2001,9,7,481,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,0.4,0.4,0.8,1.2,0.08,0.16,0.23,0.08,0.23
Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,de Bundesliga,31-240,1990,5,4,323,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,31-328,1990,10,7,640,7.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.03,0.03,0,0.03
Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,eng Premier League,22-149,1999,12,9,838,9.3,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,30-320,1991,11,8,684,7.6,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21
Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,27-103,1994,14,5,554,6.2,1,2,1,0,0,1,0,0.16,0.32,0.49,0.16,0.49,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07
Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,28-304,1993,13,12,869,9.7,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05
Damián Suárez\ba5004e1,uy URU,DFMF,Getafe,es La Liga,33-255,1988,17,15,1384,15.4,0,3,0,0,0,7,0,0,0.2,0.2,0,0.2,0.4,0.4,2.2,2.6,0.03,0.14,0.17,0.03,0.17
Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,28-001,1994,19,15,1333,14.8,2,1,2,0,0,3,0,0.14,0.07,0.2,0.14,0.2,1.2,1.2,2.4,3.6,0.08,0.16,0.24,0.08,0.24
Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,34-348,1987,19,13,1128,12.5,7,1,6,1,1,5,0,0.56,0.08,0.64,0.48,0.56,5.5,4.7,1.1,5.8,0.44,0.08,0.52,0.38,0.46
Mario Suárez\7106f0a0,es ESP,DFMF,Rayo Vallecano,es La Liga,34-317,1987,3,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,it Serie A,26-000,1996,8,4,315,3.5,1,2,1,0,0,0,1,0.29,0.57,0.86,0.29,0.86,0.8,0.8,1.1,1.9,0.23,0.33,0.55,0.23,0.55
Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-126,1995,15,10,966,10.7,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.9,0.9,0.6,1.5,0.08,0.06,0.14,0.08,0.14
Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,19-326,2002,18,11,993,11,4,2,4,0,0,3,0,0.36,0.18,0.54,0.36,0.54,2.6,2.6,1.3,3.9,0.24,0.12,0.35,0.24,0.35
Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,20-069,2001,5,0,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.19,0.03,0.22,0.19,0.22
Suso\4e219ad2,es ESP,FW,Sevilla,es La Liga,28-049,1993,8,6,384,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14
Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,22-006,2000,10,2,395,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.07,0,0.07,0.07,0.07
Mattias Svanberg\92d83c27,se SWE,MF,Bologna,it Serie A,23-002,1999,19,17,1424,15.8,3,2,3,0,0,4,0,0.19,0.13,0.32,0.19,0.32,1.3,1.3,1.9,3.1,0.08,0.12,0.2,0.08,0.2
Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,23-084,1998,9,5,539,6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,es La Liga,27-293,1994,13,4,394,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07
Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,de Bundesliga,34-029,1987,10,2,251,2.8,1,0,1,0,0,1,0,0.36,0,0.36,0.36,0.36,1,1,0.5,1.5,0.34,0.19,0.53,0.34,0.53
Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,31-264,1990,17,17,1530,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,de Bundesliga,21-074,2000,16,10,979,10.9,3,4,3,0,1,2,0,0.28,0.37,0.64,0.28,0.64,3.4,2.6,3.9,6.5,0.31,0.36,0.67,0.24,0.6
Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,eng Premier League,23-310,1998,4,2,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.12,0,0.12,0.12,0.12
Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,es La Liga,26-033,1995,15,6,562,6.2,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,2.2,2.2,1,3.2,0.35,0.17,0.51,0.35,0.51
Tachi\8b625720,es ESP,DF,Alavés,es La Liga,24-119,1997,4,2,194,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,25-330,1996,17,17,1530,17,0,2,0,0,0,2,0,0,0.12,0.12,0,0.12,0.4,0.4,0.3,0.6,0.02,0.02,0.04,0.02,0.04
Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,fr Ligue 1,19-306,2002,3,1,97,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Flavien Tait\a0f9b535,fr FRA,MF,Rennes,fr Ligue 1,28-339,1993,15,15,1308,14.5,2,3,2,0,0,1,0,0.14,0.21,0.34,0.14,0.34,1.9,1.9,2.7,4.6,0.13,0.19,0.32,0.13,0.32
Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,it Serie A,27-337,1994,20,11,1176,13.1,2,0,2,0,0,1,0,0.15,0,0.15,0.15,0.15,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07
Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,22-282,1999,9,8,590,6.6,0,0,0,0,0,3,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0.04,0.06,0.09,0.04,0.09
Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,es La Liga,26-163,1995,15,12,1053,11.7,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05
Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,22-339,1999,9,7,689,7.7,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Florian Tardieu\ed39121c,fr FRA,MF,Troyes,fr Ligue 1,29-260,1992,12,11,1012,11.2,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.3,0.3,1.5,1.8,0.03,0.13,0.16,0.03,0.16
Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,26-111,1995,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.8,0.03,0.14,0.17,0.03,0.17
James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,29-049,1992,16,16,1440,16,1,2,1,0,0,6,0,0.06,0.12,0.19,0.06,0.19,1.4,1.4,0.2,1.7,0.09,0.02,0.1,0.09,0.1
Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,35-332,1986,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,de Bundesliga,20-324,2001,5,3,256,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09
Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,21-346,2000,13,6,625,6.9,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,0.6,0.6,0.8,1.4,0.09,0.11,0.2,0.09,0.2
Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,28-111,1993,16,16,1440,16,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0.1,0.1,1.6,1.7,0.01,0.1,0.11,0.01,0.11
Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,fr Ligue 1,18-121,2003,4,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.7,0,0.7,0.7,0.7
Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,fr Ligue 1,23-261,1998,6,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,fr Ligue 1,21-345,2000,18,16,1461,16.2,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,1.4,1.4,1,2.4,0.09,0.06,0.15,0.09,0.15
Mathys Tel\829aa60c,fr FRA,FW,Rennes,fr Ligue 1,16-255,2005,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.21,0.21,0,0.21
Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,fr Ligue 1,24-211,1997,12,0,153,1.7,0,1,0,0,0,1,0,0,0.59,0.59,0,0.59,0.1,0.1,1,1.1,0.07,0.58,0.65,0.07,0.65
Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,eng Premier League,22-186,1999,8,5,447,5,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.7,1.1,0.09,0.14,0.23,0.09,0.23
Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,29-023,1992,6,5,468,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.03,0.09,0.13,0.03,0.13
Cristian Tello\72a99e38,es ESP,FWMF,Betis,es La Liga,30-149,1991,12,1,341,3.8,0,1,0,0,0,1,0,0,0.26,0.26,0,0.26,1,1,1.4,2.4,0.25,0.38,0.63,0.25,0.63
Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,29-252,1992,17,17,1530,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,31-305,1990,15,14,1332,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,fr Ligue 1,24-309,1997,18,18,1233,13.7,9,0,9,0,0,0,0,0.66,0,0.66,0.66,0.66,5.4,5.4,1.5,6.9,0.39,0.11,0.5,0.39,0.5
Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,22-143,1999,7,1,177,2,0,1,0,0,0,1,0,0,0.51,0.51,0,0.51,0,0,0.4,0.4,0,0.19,0.19,0,0.19
Robert Tesche\037130ca,de GER,MF,Bochum,de Bundesliga,34-225,1987,7,3,238,2.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Tessmann\ac277993,us USA,MF,Venezia,it Serie A,20-105,2001,12,3,430,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0.7,0.7,0,0.8,0.16,0,0.16,0.16,0.16
Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,de Bundesliga,24-358,1997,6,0,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.18,0.06,0.25,0.18,0.25
Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21-227,2000,14,12,1112,12.4,2,1,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,1.3,1.3,0.2,1.4,0.1,0.01,0.11,0.1,0.11
Jan Thielmann\fd53759d,de GER,MFFW,Köln,de Bundesliga,19-226,2002,14,5,592,6.6,0,1,0,0,0,2,0,0,0.15,0.15,0,0.15,0.2,0.2,0.9,1,0.02,0.13,0.16,0.02,0.16
Sada Thioub\f4bc42b1,sn SEN,MF,Angers,fr Ligue 1,26-220,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20-211,2001,10,10,900,10,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,1.2,1.3,0.01,0.12,0.13,0.01,0.13
Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33-209,1988,18,18,1620,18,2,0,2,0,0,3,0,0.11,0,0.11,0.11,0.11,1,1,0.1,1.1,0.06,0,0.06,0.06,0.06
Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,fr Ligue 1,28-028,1993,16,13,1178,13.1,6,2,6,0,0,1,1,0.46,0.15,0.61,0.46,0.61,5,5,2,7,0.38,0.15,0.53,0.38,0.53
Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,de Bundesliga,27-140,1994,3,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.11,0.17,0.28,0.11,0.28
Dominic Thompson\235a62f8,eng ENG,DF,Brentford,eng Premier League,21-165,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,it Serie A,25-247,1996,18,18,1553,17.3,2,1,2,0,0,8,0,0.12,0.06,0.17,0.12,0.17,2.3,2.3,0.8,3.2,0.14,0.05,0.18,0.14,0.18
Thuler\db23d9fc,br BRA,DF,Montpellier,fr Ligue 1,22-303,1999,10,7,552,6.1,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,de Bundesliga,24-154,1997,10,4,430,4.8,0,0,0,0,0,1,0,0,0,0,0,0,1.9,1.9,0.6,2.6,0.4,0.13,0.54,0.4,0.54
Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,fr Ligue 1,20-287,2001,18,7,741,8.2,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,0.5,0.5,1.5,2,0.07,0.18,0.25,0.07,0.25
Alexis Tibidi\ca6f4846,fr FRA,FWDF,Stuttgart,de Bundesliga,18-065,2003,4,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.21,0,0.21,0.21,0.21
Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,fr Ligue 1,22-309,1999,5,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.07,0.03,0.1,0.07,0.1
Youri Tielemans\56f7a928,be BEL,MF,Leicester City,eng Premier League,24-245,1997,14,13,1171,13,5,2,4,1,1,1,0,0.38,0.15,0.54,0.31,0.46,2.9,2.2,2.9,5.1,0.23,0.23,0.45,0.17,0.39
Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,eng Premier League,24-216,1997,14,14,1196,13.3,1,3,1,0,0,0,0,0.08,0.23,0.3,0.08,0.3,0.6,0.6,1.2,1.7,0.04,0.09,0.13,0.04,0.13
Steffen Tigges\6b8887c2,de GER,FW,Dortmund,de Bundesliga,23-160,1998,7,0,105,1.2,2,0,2,0,0,0,0,1.71,0,1.71,1.71,1.71,0.1,0.1,0.2,0.4,0.1,0.21,0.3,0.1,0.3
